date,symbol,underlying_close,underlying_return_1d,atm_iv_30d,wing_minus_atm_30d,rr_25d_30d,term_30_90,put_skew25_30d,call_skew25_30d,risk_state,risk_score,score_detail
2025-12-09,SPX,6840.509765625,-0.0008763589340257116,0.1422586622906556,0.1578393370023068,0.0446708707139012,0.0138411421579241,0.0289247671224308,-0.0157461035914703,RISK_OFF,0,0.0
2025-12-10,SPX,6886.68017578125,0.00674955693920154,0.1323161727822815,0.1613397720902896,0.0416559287845944,0.0178593436780822,0.0274963226048095,-0.0141596061797849,RISK_OFF,0,0.0
2025-12-11,SPX,6901.0,0.002079350841514227,0.1030897084033545,0.1852130089067671,0.0284396855715477,0.0447759692455522,0.0282896573633009,-0.0001500282082467,RISK_OFF,0,3.0
2025-12-12,SPX,6827.41015625,-0.010663649289958,0.1305497492755679,0.1586106938364762,0.054623668542197,0.0191423029936426,0.0255749523313745,-0.0290487162108225,RISK_OFF,0,0.0
2025-12-15,SPX,6816.509765625,-0.0015965630269072495,0.1338313336683813,0.1669588294098326,0.0407804778827653,0.0176771331670388,0.0262850079551881,-0.0144954699275772,RISK_OFF,0,0.0
2025-12-16,SPX,6800.259765625,-0.0023839179519623555,0.1323690551061284,0.1643353283549016,0.052674570617913,0.0185699638764404,0.0332375194572851,-0.0194370511606278,RISK_OFF,0,0.0
2025-12-17,SPX,6721.43017578125,-0.011592143912241393,0.1484529752612527,0.1535386113300226,0.037144136515288,0.0112800662678013,0.0229144230539491,-0.0142297134613389,RISK_OFF,0,0.0
2025-12-18,SPX,6774.759765625,0.007934262269941872,0.1357665870040771,0.1719117638787584,0.0527621768177712,0.0156539187886202,0.0332470122890797,-0.0195151645286915,RISK_OFF,0,1.0
2025-12-19,SPX,6834.5,0.008818059450332205,0.1204505300972643,0.171904997797622,0.0169080998188425,0.0212759017528482,0.0040579162380985,-0.0128501835807439,RISK_OFF,0,1.0
2025-12-22,SPX,6878.490234375,0.006436496360377575,0.1142432953028042,0.1717885844719311,0.0378891396862468,0.0225680728433455,0.0252657457236276,-0.0126233939626191,RISK_OFF,0,0.0
2025-12-23,SPX,6907.97021484375,0.004285821374205856,0.1121889676143121,0.173569964017557,0.0364949473635995,0.0239864626754653,0.0245685392844083,-0.0119264080791911,RISK_OFF,0,1.0
2025-12-24,SPX,6932.0498046875,0.00348576920496968,0.1119593877268473,0.1696211001668989,0.0374186495947553,0.0246926185328885,0.0250087887651218,-0.0124098608296334,RISK_OFF,0,0.0
2025-12-26,SPX,6932.10986328125,8.663901074346114e-06,0.1130508137933742,0.1632918681613351,0.0364775313835975,0.0242639344264972,0.0243715922339706,-0.0121059391496268,RISK_OFF,0,0.0
2025-12-29,SPX,6905.740234375,-0.00380398312004937,0.1195815089420722,0.1576484121725446,0.0342298384095691,0.0205727830371613,0.0224339714721094,-0.0117958669374596,RISK_OFF,0,0.0
2025-12-30,SPX,6903.60986328125,-0.0003084927931614745,0.1182658291617878,0.1576018606945257,0.0357169974417871,0.0211322888413564,0.0232262751036621,-0.0124907223381249,RISK_OFF,0,0.0
2025-12-31,SPX,6859.64013671875,-0.00636909203058611,0.1251789414707639,0.1498618780187223,0.0429258227990911,0.0181906996637856,0.0273279250324476,-0.0155978977666435,RISK_OFF,0,0.0
2026-01-02,SPX,6850.85986328125,-0.0012799903876152818,0.1245908942339414,0.1511639264127872,0.0359781529653233,0.0179075589229644,0.0225509361948421,-0.0134272167704812,RISK_OFF,0,0.0
